,Company_name,Bar_origin,Ref,Review_date,Cocoa_percentage,Company_location,Rating,Bean_origin
330,C-Amaro,Ecuador,1185,2013,100%,Italy,3.5,Ecuador
331,C-Amaro,Venezuela,809,2012,80%,Italy,3.0,Venezuela
332,C-Amaro,Sao Tome,749,2011,78%,Italy,2.25,Sao Tome
333,C-Amaro,Trinidad,765,2011,70%,Italy,2.5,Trinidad
334,Cao,Porcelana,1804,2016,75%,U.S.A.,2.5,Venezuela
335,Cao,Tanzania,1804,2016,73%,U.S.A.,2.75,Tanzania
336,Cao,"Porcelana, Batch 5163",1804,2016,70%,U.S.A.,3.0,Venezuela
337,Cao,Bolivia,1808,2016,75%,U.S.A.,3.0,Bolivia
338,Cao,Brazil,1808,2016,70%,U.S.A.,3.25,Brazil
339,Caoni (Tulicorp),Esmeraldas,237,2008,77%,Ecuador,2.0,Ecuador
340,Caoni (Tulicorp),Manabi,237,2008,77%,Ecuador,2.5,Ecuador
341,Caoni (Tulicorp),Los Rios,245,2008,77%,Ecuador,2.75,Ecuador
342,Caoni (Tulicorp),Manabi,266,2008,55%,Ecuador,3.0,Ecuador
343,Caoni (Tulicorp),Los Rios,269,2008,55%,Ecuador,3.25,Ecuador
344,Caoni (Tulicorp),Esmeraldas,269,2008,55%,Ecuador,3.5,Ecuador
345,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70%,New Zealand,3.5,Papua New Guinea
346,Captain Pembleton,Kulili Estate,1263,2014,70%,New Zealand,3.75,Papua New Guinea
347,Caribeans,"Antigua, Special Reserve",1582,2015,72%,Costa Rica,3.5,Guatemala
348,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72%,Costa Rica,3.25,Costa Rica
349,Caribeans,Anselmo Paraiso Estate,1586,2015,72%,Costa Rica,3.5,Costa Rica
350,Caribeans,Costa Rica,841,2012,72%,Costa Rica,3.0,Costa Rica
351,Caribeans,Costa Rica,845,2012,80%,Costa Rica,2.75,Costa Rica
352,Carlotta Chocolat,Arauca,1884,2016,65%,Colombia,3.0,Colombia
353,Carlotta Chocolat,Tumaco,1888,2016,65%,Colombia,3.25,Colombia
354,Carlotta Chocolat,Cordoba,1888,2016,65%,Colombia,3.25,Colombia
355,Carlotta Chocolat,Huila,1888,2016,65%,Colombia,3.5,Colombia
356,Carlotta Chocolat,Cesar,1888,2016,65%,Colombia,3.5,Colombia
357,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72%,U.S.A.,4.0,Belize
358,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72%,U.S.A.,3.5,Honduras
359,Castronovo,"Duarte, Batch 360",1570,2015,70%,U.S.A.,3.75,Domincan Republic
360,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72%,U.S.A.,3.5,Venezuela
361,Castronovo,Sierra Nevada,1347,2014,72%,U.S.A.,3.5,Colombia
362,Castronovo,Arauca,1371,2014,76%,U.S.A.,3.5,Colombia
363,Castronovo,Elvesia P.,1407,2014,70%,U.S.A.,2.75,Dominican Republic
364,Castronovo,Bolivia,1101,2013,70%,U.S.A.,3.0,Bolivia
365,Castronovo,Conacado,1101,2013,73%,U.S.A.,3.5,Dominican Republic
366,Castronovo,San Martin,1105,2013,70%,U.S.A.,2.5,Peru
367,Castronovo,"Guaniamo, Amazonas",1105,2013,70%,U.S.A.,3.25,Venezuela
368,Castronovo,Nicaragua,1109,2013,72%,U.S.A.,3.25,Nicaragua
369,Castronovo,Tumbes,1153,2013,70%,U.S.A.,2.75,Peru
370,Castronovo,Guaniamo,1153,2013,72%,U.S.A.,3.0,Venezuela
371,Cello,Ecuador,1247,2014,70%,U.S.A.,2.5,Ecuador
372,Cello,Peru,1247,2014,70%,U.S.A.,2.75,Peru
373,Cello,Venezuela,1251,2014,70%,U.S.A.,2.75,Venezuela
374,Cello,Bolivia,1251,2014,70%,U.S.A.,3.0,Bolivia
375,Cemoi,Equateur,404,2009,72%,France,2.75,Ecuador
376,Chaleur B,Uganda,1426,2014,70%,Canada,2.75,Uganda
377,Charm School,Maya Mtn,1900,2016,70%,U.S.A.,3.25,Belize
378,Chchukululu (Tulicorp),Arriba,486,2010,55%,Ecuador,2.75,Ecuador
379,Chchukululu (Tulicorp),Los Rios,252,2008,75%,Ecuador,3.0,Ecuador
380,Chequessett,la Amistad,1235,2014,70%,U.S.A.,3.5,Costa Rica
381,Chloe Chocolat,Blend No. 1,672,2011,70%,France,3.5,nan
382,Chocablog,Ecuador,1454,2015,70%,U.K.,3.25,Ecuador
383,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75%,Germany,3.0,Belize
384,Choco Del Sol,Maya Mountain,1407,2014,82%,Germany,3.25,Belize
385,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70%,South Korea,2.75,Vietnam
386,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70%,South Korea,3.5,Malaysia
387,Chocolarder,Peru,1482,2015,65%,U.K.,2.5,Peru
388,Chocolarder,Peru + nibs,1482,2015,65%,U.K.,2.75,Peru
389,Chocolarder,Dominican Republic,1514,2015,80%,U.K.,2.5,Dominican Republic
390,Chocola'te,Madagascar,647,2011,70%,U.S.A.,3.75,Madagascar
391,Chocola'te,Venezuela,647,2011,68%,U.S.A.,3.75,Venezuela
392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90%,U.S.A.,2.5,Peru
393,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80%,U.S.A.,2.5,nan
394,Chocolate Con Amor,Wild Bolivian,1760,2016,70%,U.S.A.,2.5,Bolivia
395,Chocolate Con Amor,Uganda,1760,2016,70%,U.S.A.,2.75,Uganda
396,Chocolate Con Amor,Dominican Republic,1764,2016,60%,U.S.A.,3.0,Dominican Republic
397,Chocolate Con Amor,Dominican Republic,1764,2016,75%,U.S.A.,3.0,Dominican Republic
398,Chocolate Con Amor,Ocumare,1764,2016,80%,U.S.A.,3.0,Venezuela
399,Chocolate Con Amor,Ecuador,1764,2016,70%,U.S.A.,3.25,Ecuador
400,Chocolate Con Amor,Nicaragua,1768,2016,80%,U.S.A.,2.75,Nicaragua
401,Chocolate Conspiracy,Peru,1259,2014,74%,U.S.A.,2.75,Peru
402,Chocolate Makers,Tres Hombres,1530,2015,75%,Amsterdam,3.25,Dominican Republic
403,Chocolate Makers,"Congo, Gorilla bar",1530,2015,68%,Amsterdam,3.5,Congo
404,Chocolate Makers,"Peru, Awagum bar",1530,2015,80%,Amsterdam,3.75,Peru
405,"Chocolate Tree, The",Maranon,1582,2015,69%,Scotland,3.75,Peru
406,"Chocolate Tree, The",Carenero Superior,1582,2015,80%,Scotland,3.75,Venezuela
407,"Chocolate Tree, The",Peru,1121,2013,70%,Scotland,3.75,Peru
408,"Chocolate Tree, The",Ecuador,919,2012,82%,Scotland,2.5,Ecuador
409,"Chocolate Tree, The",Peru,919,2012,68%,Scotland,2.75,Peru
410,"Chocolate Tree, The",Madagascar,919,2012,72%,Scotland,3.25,Madagascar
411,Chocolats Privilege,Xoconusco,1219,2014,70%,Canada,2.5,Mexico
412,ChocoReko,Patanemo,1454,2015,77%,Japan,3.0,Venezuela
413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65%,Canada,3.25,Mexico
414,Chocovic,Xoconusco,478,2010,71%,Spain,3.25,Mexico
415,Chocovic,Sambirano,478,2010,71%,Spain,3.5,Madagascar
416,Chocovic,Kendari,439,2009,60%,Spain,3.25,nan
417,Chocovic,Tarakan,439,2009,75%,Spain,3.25,nan
418,Chocovic,Ocumare,209,2008,71%,Spain,3.5,Venezuela
419,Chocovic,"Bolivar, Guaranda",117,2007,71%,Spain,2.5,Ecuador
420,Chocovic,Guyave,117,2007,71%,Spain,2.5,Grenada
421,Chocovic,Maragda,117,2007,70%,Spain,3.0,nan
422,Chocovivo,Tabasco,1522,2015,65%,U.S.A.,2.5,Mexico
423,Chocovivo,Tabasco,1522,2015,75%,U.S.A.,2.5,Mexico
424,Choklat,Ocumare,377,2009,80%,Canada,2.5,Venezuela
425,Choklat,"Porcelana, Tabasco",377,2009,70%,Canada,2.75,Mexico
426,Choklat,Brazilian,377,2009,70%,Canada,3.0,Brazil
427,Choklat,Brazilian,377,2009,80%,Canada,3.0,Brazil
428,Choklat,Ocumare,377,2009,70%,Canada,3.0,Venezuela
429,Chokolat Elot (Girard),Guadeloupe,1149,2013,42%,Martinique,2.75,Martinique
430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75%,Canada,3.25,Mexico
431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68%,Canada,3.75,Peru
432,Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3.0,Venezuela
433,Chuao Chocolatier (Pralus),Chuao,486,2010,77%,U.S.A.,2.75,Venezuela
434,Claudio Corallo,Terreiro Velho P.,470,2010,73.5%,Sao Tome,3.75,Sao Tome & Principe
435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80%,Sao Tome,3.0,Sao Tome & Principe
436,Claudio Corallo,Terreiro Velho P.,227,2008,75%,Sao Tome,4.0,Sao Tome & Principe
437,Claudio Corallo,Principe,252,2008,100%,Sao Tome,1.0,Sao Tome & Principe
438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73%,U.S.A.,3.5,Ecuador
439,Coleman & Davis,Sambirano,1646,2015,75%,U.S.A.,3.0,Madagascar
440,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70%,Argentina,3.25,Venezuela
441,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80%,Argentina,2.75,Venezuela
442,Compania de Chocolate (Salgado),Moxos,292,2008,72%,Argentina,3.25,Bolivia
443,Compania de Chocolate (Salgado),Ocumare,292,2008,70%,Argentina,3.75,Venezuela
444,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88%,Argentina,2.75,Ecuador
445,Condor,Camino Verde,1630,2015,76%,U.S.A.,3.5,Ecuador
446,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78%,U.S.A.,2.75,Vietnam
447,Coppeneur,"Ecuador, Puristique",1169,2013,65%,Germany,3.25,Ecuador
448,Coppeneur,Ghana Puristique,813,2012,85%,Germany,3.5,Ghana
449,Coppeneur,Ecuador Puristique,817,2012,100%,Germany,1.5,Ecuador
450,Coppeneur,Uba Budo,821,2012,72%,Germany,3.75,Sao Tome & Principe
451,Coppeneur,Madagascar,959,2012,70%,Germany,3.5,Madagascar
452,Coppeneur,Grenada,470,2010,72%,Germany,3.25,Grenada
453,Coppeneur,Chuao,478,2010,70%,Germany,3.0,Venezuela
454,Coppeneur,"Los Rios, H. Iara",558,2010,72%,Germany,2.5,Ecuador
455,Coppeneur,Trinidad,558,2010,72%,Germany,3.0,Trinidad
456,Coppeneur,Jamaica,558,2010,72%,Germany,3.25,Jamaica
457,Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25,Venezuela
458,Coppeneur,"Porcelana, Apotequil",341,2009,72%,Germany,3.0,Peru
459,Coppeneur,"Porcelana, Apotequil",445,2009,62%,Germany,3.25,Peru
460,Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.5,Venezuela
461,Coppeneur,Chuao 70hr,451,2009,70%,Germany,3.75,Venezuela
462,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72%,Germany,3.0,Mexico
463,Coppeneur,"Porcelana, Venezuela",220,2008,72%,Germany,3.0,Venezuela
464,Coppeneur,"Sambirano, Menava P.",196,2007,72%,Germany,3.0,Madagascar
465,Cote d' Or (Kraft),Sensations Intense,48,2006,70%,Belgium,1.0,nan
466,Cravve,New Ireland,1283,2014,70%,Australia,2.5,Papua New Guinea
467,Cravve,"Vanuatu, batch 2410",1335,2014,83%,Australia,2.75,Vanuatu
468,Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25,Tanzania
469,Cravve,"Bahia, batch a1213",975,2012,65%,Australia,3.25,Brazil
470,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67%,Australia,3.25,Fiji
471,Cravve,Vanuatu,975,2012,64%,Australia,3.25,Vanuatu
472,Cravve,Djual Island,975,2012,75%,Australia,3.5,Papua New Guinea
473,Creo,"""heirloom"", Arriba Nacional",1736,2016,85%,U.S.A.,3.25,Ecuador
474,Creo,"""heirloom"", Arriba Nacional",1736,2016,73%,U.S.A.,3.75,Ecuador
475,Daintree,Goodman Estate,1654,2015,70%,Australia,2.75,Australia
476,Daintree,"Daintree Estates, N. Queensland",785,2011,70%,Australia,3.25,Australia
477,Dalloway,"Dominican Republic, batch 7",1928,2017,72%,U.S.A.,2.75,Dominican Republic
478,Damson,Robson Estate,1610,2015,70%,U.K.,3.0,Trinidad
479,Damson,Los Rios,1610,2015,70%,U.K.,3.5,Ecuador
480,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,U.K.,2.25,Grenada
481,Damson,O'Payo,1666,2015,70%,U.K.,2.75,Nicaragua
482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70%,U.S.A.,3.75,nan
483,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70%,U.S.A.,3.0,Belize
484,Dandelion,Maya Mountain,1219,2014,70%,U.S.A.,3.5,Belize
485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70%,U.S.A.,3.5,Ecuador
486,Dandelion,Buto,1303,2014,70%,U.S.A.,2.75,Liberia
487,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70%,U.S.A.,3.75,Dominican Republic
488,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,U.S.A.,2.75,Venezuela
489,Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25,Venezuela
490,Dandelion,"Mantuano, 2012",1085,2013,70%,U.S.A.,3.5,Venezuela
491,Dandelion,Papua New Guinea,1153,2013,70%,U.S.A.,3.5,Papua New Guinea
492,Dandelion,Upala,805,2012,70%,U.S.A.,3.0,Costa Rica
493,Dandelion,Colombian,805,2012,70%,U.S.A.,3.25,Colombia
494,Dandelion,"Elvesia, 2011",915,2012,70%,U.S.A.,3.75,Dominican Republic
495,Dandelion,Dominican Republic,654,2011,70%,U.S.A.,3.25,Dominican Republic
496,Dandelion,Madagascar,654,2011,70%,U.S.A.,3.25,Madagascar
497,Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25,Tanzania
498,Danta,Los Ujuxtes,1223,2014,82%,Guatemala,3.25,Guatemala
499,Danta,Chuao,987,2012,75%,Guatemala,3.0,Venezuela
500,Danta,Los Ujuxtes,987,2012,70%,Guatemala,3.75,Guatemala
501,Danta,Sambirano,987,2012,70%,Guatemala,3.75,Madagascar
502,Danta,Las Acacias E.,987,2012,70%,Guatemala,4.0,Guatemala
503,Danta,"Oscuro, Finca Chimelb",991,2012,70%,Guatemala,3.25,Guatemala
504,Danta,Los Ujuxtes,661,2011,60%,Guatemala,3.5,Guatemala
505,Danta,Las Acacias E.,423,2009,75%,Guatemala,3.0,Guatemala
506,Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25,Guatemala
507,DAR,"Venezuela, batch 122",1920,2016,72%,U.S.A.,2.75,Venezuela
508,DAR,Vietnam,1920,2016,72%,U.S.A.,3.0,Vietnam
509,DAR,"DUO, batch 002",1920,2016,70%,U.S.A.,3.25,"Ecuador, Costa Rica"
510,Dark Forest,Bolivia,1708,2016,75%,U.S.A.,3.25,Bolivia
511,Dark Forest,Madagascar,1550,2015,70%,U.S.A.,3.0,Madagascar
512,Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25,Venezuela
513,Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3.0,Tanzania
514,Dark Forest,Ecuador,1554,2015,70%,U.S.A.,3.25,Ecuador
515,Davis,Ghana,1093,2013,70%,U.S.A.,2.5,Ghana
516,Davis,Rainforest,1093,2013,70%,U.S.A.,2.75,Dominican Republic
517,Davis,Venezuela,1093,2013,70%,U.S.A.,2.75,Venezuela
518,Davis,West Africa,907,2012,58%,U.S.A.,3.25,West Africa
519,De Mendes,"Nativo, Varzea",1462,2015,72%,Brazil,3.5,Brazil
520,De Mendes,"Selvagem, Jari",1462,2015,65%,Brazil,3.5,Brazil
521,De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5,Uganda
522,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,South Africa,3.0,Madagascar
523,Dean and Deluca (Belcolade),Madagascar,170,2007,66%,U.S.A.,2.5,Madagascar
524,Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,U.S.A.,3.0,Costa Rica
525,Dean and Deluca (Belcolade),Ecuador,175,2007,71%,U.S.A.,3.0,Ecuador
526,Dean and Deluca (Belcolade),Ghana,175,2007,60%,U.S.A.,3.0,Ghana
527,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,U.S.A.,3.0,Papua New Guinea
528,Dean and Deluca (Belcolade),Peru,180,2007,64%,U.S.A.,3.0,Peru
529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,France,3.0,Papua New Guinea
530,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,France,3.75,Venezuela
531,Desbarres,"Kilombero, batch 41",1916,2016,72%,Canada,2.5,Tanzania
532,DeVries,Bolivian,241,2008,80%,U.S.A.,2.75,Bolivia
533,DeVries,Costa Rica,166,2007,77%,U.S.A.,3.5,Costa Rica
534,DeVries,Dominican Republic,166,2007,77%,U.S.A.,3.5,Dominican Republic
535,Dick Taylor,Lanquin Estate,1952,2017,70%,U.S.A.,3.75,Guatemala
536,Dick Taylor,Tien Giang,1864,2016,78%,U.S.A.,3.5,Vietnam
537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70%,U.S.A.,3.75,Bolivia
538,Dick Taylor,Elvesia,1235,2014,74%,U.S.A.,3.5,Dominican Republic
539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,U.S.A.,3.25,Ecuador
540,Dick Taylor,Camino Verde,1193,2013,76%,U.S.A.,3.5,Ecuador
541,Dick Taylor,Bolivia,895,2012,75%,U.S.A.,2.75,Bolivia
542,Dick Taylor,Belize,955,2012,72%,U.S.A.,2.75,Belize
543,Dick Taylor,Sambirano,661,2011,80%,U.S.A.,2.75,Madagascar
544,Dick Taylor,Sambirano,661,2011,72%,U.S.A.,3.0,Madagascar
545,Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Venezuela
546,Dick Taylor,La Red,769,2011,74%,U.S.A.,3.0,Dominican Republic
547,Dick Taylor,Ecuador,769,2011,70%,U.S.A.,3.25,Ecuador
548,Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3.0,Venezuela
549,Doble & Bignall,"Panama, Raven",1371,2014,72%,U.K.,3.25,Panama
550,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,U.K.,3.25,Venezuela
551,Doble & Bignall,Johe,1407,2014,72%,U.K.,3.5,Nicaragua
552,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70%,U.S.A.,3.75,Hawaii
553,Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3.0,West Africa
554,Dolfin (Belcolade),Noir,63,2006,70%,Belgium,1.5,nan
555,Domori,Hacienda Victoria,1672,2015,70%,Italy,3.75,Ecuador
556,Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Venezuela
557,Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3.0,Venezuela
558,Domori,Morogoro,863,2012,70%,Italy,3.5,Tanzania
559,Domori,Guasare,863,2012,70%,Italy,3.75,Venezuela
560,Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3.5,Venezuela
561,Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3.0,Venezuela
562,Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3.0,Venezuela
563,Domori,Teyuna,272,2008,70%,Italy,3.0,Colombia
564,Domori,Blend No. 1,272,2008,78%,Italy,3.5,nan
565,Domori,Ilblend,272,2008,70%,Italy,3.75,nan
566,Domori,Porcelana,111,2007,70%,Italy,4.0,Venezuela
567,Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25,Venezuela
568,Domori,Granella,135,2007,60%,Italy,3.25,Venezuela
569,Domori,Madagascar,135,2007,70%,Italy,3.5,Madagascar
570,Domori,Madagared,192,2007,70%,Italy,3.5,Madagascar
571,Domori,"Java, Javablond",192,2007,70%,Italy,3.75,Indonesia
572,Domori,Ecuador,192,2007,70%,Italy,4.0,Ecuador
573,Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4.0,Venezuela
574,Domori,Sur del Lago Classificado,87,2006,70%,Italy,3.0,Venezuela
575,Domori,Apurimac,87,2006,70%,Italy,3.25,Peru
576,Domori,Carenero Superior,87,2006,70%,Italy,3.5,Venezuela
577,Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,2.75,Grenada
578,Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2.5,Venezuela
579,Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,2.75,Colombia
580,Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,2.75,Madagascar
581,Duffy's,"Rio Dulce, Xoco",1662,2015,70%,U.K.,4.0,Guatemala
582,Duffy's,"Chuno, Xoco",1331,2014,70%,U.K.,3.5,Nicaragua
583,Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,U.K.,3.75,Nicaragua
584,Duffy's,Ocumare,923,2012,72%,U.K.,3.75,Venezuela
585,Duffy's,"Indio Rojo, Xoco",623,2011,72%,U.K.,3.75,Honduras
586,Duffy's,Dominican Republic,661,2011,65%,U.K.,3.5,Dominican Republic
587,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,U.K.,3.0,Panama
588,Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3.25,Nicaragua
589,Duffy's,Ocumare,765,2011,71%,U.K.,3.5,Venezuela
590,Duffy's,Panama,516,2010,70%,U.K.,3.5,Panama
591,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,U.K.,3.75,Ecuador
592,Duffy's,Star of Ecuador,523,2010,70%,U.K.,2.5,Ecuador
593,Duffy's,Star of Peru,523,2010,70%,U.K.,3.75,Peru
594,Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3.25,Dominican Republic
595,Durand,Madagascar,841,2012,82%,France,2.75,Madagascar
596,Durci,"Maranon, Joya Rara",1626,2015,70%,U.S.A.,3.5,Peru
597,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,U.S.A.,3.5,Venezuela
598,Durci,Taino Secret,1630,2015,70%,U.S.A.,3.25,Domincan Republic
599,Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3.25,Venezuela
600,Durci,Corona Arriba,1630,2015,70%,U.S.A.,4.0,Ecuador
601,East Van Roasters,Peru,1343,2014,70%,Canada,3.25,Peru
602,East Van Roasters,Madagascar,1343,2014,70%,Canada,3.5,Madagascar
603,East Van Roasters,Dominican Republic,1343,2014,70%,Canada,3.75,Dominican Republic
604,Eau de Rose,Tumaco,1812,2016,70%,Canada,3.25,Colombia
605,Eau de Rose,Arauca,1812,2016,70%,Canada,3.25,Colombia
606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,U.S.A.,2.75,Peru
607,Edelmond,Porcelana,1876,2016,68%,Germany,3.0,Venezuela
608,El Ceibo,"Alto Beni, Covendo Region",709,2011,75%,Bolivia,3.75,Bolivia
609,El Ceibo,Alto Beni,252,2008,71%,Bolivia,2.75,Bolivia
610,El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75,Venezuela
611,El Rey,"Rio Caribe, Cariaco",439,2009,60.5%,Venezuela,2.75,Venezuela
612,El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3.0,Venezuela
613,El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.5,Venezuela
614,El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.5,Venezuela
615,El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3.0,Venezuela
616,El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75,Venezuela
617,Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75,St. Lucia
618,Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25,St. Lucia
619,Emily's,Patanemo,1450,2015,79%,Japan,3.0,Venezuela
620,Emily's,Peru,1454,2015,78%,Japan,3.5,Peru
621,ENNA,"Wampusirpi, batch 007",1916,2016,75%,U.S.A.,3.25,Honduras
622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25,Sao Tome & Principe
623,Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3.25,Vietnam
624,Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3.0,Vietnam
625,Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3.25,Vietnam
626,Escazu,Rio Caribe,903,2012,70%,U.S.A.,2.75,Venezuela
627,Escazu,Guapiles,414,2009,65%,U.S.A.,2.0,Costa Rica
628,Escazu,Carenero Superior,423,2009,81%,U.S.A.,3.5,Venezuela
629,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,U.S.A.,2.75,"Cost Rica, Ven"
630,Escazu,Ocumare,252,2008,72%,U.S.A.,3.0,Venezuela
631,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,U.S.A.,2.5,"Peru, Madagascar"
632,Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2.5,Trinidad
633,Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.5,Venezuela
634,Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,U.S.A.,2.75,nan
635,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2.5,"Venezuela, Trinidad"
636,Ethereal,Belize,1275,2014,80%,U.S.A.,3.0,Belize
637,Ethereal,Ecuador,1275,2014,80%,U.S.A.,3.5,Ecuador
638,Ethereal,Dominican Republic,1275,2014,80%,U.S.A.,3.75,Dominican Republic
639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,U.S.A.,2.75,Brazil
640,Feitoria Cacao,Blue Mountain,1732,2016,76%,Portugal,3.0,Jamaica
641,Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2.5,Venezuela
642,Feitoria Cacao,Maya Mountain,1736,2016,76%,Portugal,2.75,Belize
643,Felchlin,Grenada,494,2010,58%,Switzerland,3.5,Grenada
644,Felchlin,Supremo- SF,105,2006,62%,Switzerland,2.0,nan
645,Felchlin,Elvesia P.,105,2006,74%,Switzerland,3.0,Dominican Republic
646,Felchlin,"Madagascar, Grand Cru",48,2006,64%,Switzerland,3.0,Madagascar
647,Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3.0,Venezuela
648,Felchlin,Arriba,48,2006,72%,Switzerland,3.5,Ecuador
649,Felchlin,"Alto Beni, Cru Savage",56,2006,68%,Switzerland,4.0,Bolivia
650,Finca,Puerto Rico,1283,2014,65%,U.S.A.,2.25,Puerto Rico
651,Finca,Dominican Republic,1283,2014,80%,U.S.A.,3.0,Dominican Republic
652,Finca,Dominican Republic,1283,2014,70%,U.S.A.,3.25,Dominican Republic
653,Finca,Dominican Republic,1287,2014,85%,U.S.A.,2.5,Dominican Republic
654,Forever Cacao,Rio Eni,1267,2014,72%,U.K.,2.75,Peru
655,Forteza (Cortes),Dominican Republic,1776,2016,70%,Puerto Rico,2.75,Domincan Republic
